filename,spectral_centroid,spectral_rolloff,mfcc,chroma_stft
0,1735.9143097557098,3024.9664306640625,0.30539682507514954,-22.063007354736328
1,2556.0115833453315,4661.34033203125,0.22639794647693634,-9.288284301757812
